BOU, 40.1375, -105.2372
BRW, 71.3225, -156.6231
BSL, 30.3507, -89.6359
CMO, 64.8742, -147.8597
DED, 70.3552, -148.7928
FRD, 38.2047, -77.3729
FRN, 37.0913, -119.7193
GUA, 13.5895, 144.8694
HON, 21.3166, -157.9996
NEW, 48.2649, -117.1231
SHU, 55.3472, -160.46
SIT, 57.0576, -135.3273
SJG, 18.1110, -66.1498
TUC, 32.1745, -110.7337
